caseID,verbatim,1,2,3,4,5,9,10,11,12,13,14,16,19,20,21,23,26,27,28,29,30,33,34,35,37,38,95,96,97
31,because of the economy and Bush,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,because he's african american and a democrat,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"DK//HAFD A GOOD SPEECH, I HAVE NO CLUE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
110,power//promises and pledges he made //,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
127,his views gave people hope and his promise of change that we were all ready for.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
148,his intelligence,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,cause he had a lot of money!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179,George W. Bush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182,"he is charismatic, he is a good orator,he's young, he had winsome ways about him that drew people to him, easy to like, he scares me for what he really believes",1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
187,"he's black and there was a woman involved, //its fine with him to be president but i don't like the black-white marriage thing",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
190,popularity vote//,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
192,money,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205,"pres bush poor rating, the economic collapse, horrific media bais, and his gift for rederic//no",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
237,"because of the large amoutn of hispanic immigrants, because of all that we have done against the blacks like slavery, they are still trying to make them equal//no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
239,Because of the country wanting change//  Lower income share the wealth// hope to the youth//No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,i THINK HE WAS PICKED BECAUSE HE WAS BLACK AND SPEECHES WELL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
265,HES GOT BACKING OF SOMEONE I DONT KNOW ABOUT FOR HIM TO COME UP THAT QUICK.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
325,he seemed to have a star status from the acting community,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
333,moeny and his personality-great speeker,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
334,he was their best choice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,because he was black and a man,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"I think he won because the republicans were divided// because of the support from the minorities, labor unions and education system.// he won because of his charmisma and will thought out speeches//NO",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
359,track record of rep lsat couple of terms...wanted someone new someone fresh and changes all around//no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
362,money//team//no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
382,because we are all idoits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
415,because black people and foreigners that have never voted saw a black president and went and voted//,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
420,"he offered change and he had a lot of interesting ideas.  I don't think the american people asked him how he was going to do, they just believed he would//for some reason a lot of people are against the war and he gave illusions of stopping the war, he also gave illusions of fixing the economy//",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
427,becaise he has more charisma and is a more elegant speaker//,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,because he's a guy//no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,<DK>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
521,"I DON'T KNOW//HE HAD A LOT OF PEOPLE, VERY IMPORTANT PEOPLE BEHIND HIM, SUPPORTIN HIM, A LOT OF MONEY//STOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
540,i dont know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
553,a lot of money and his race brought out young voters and the elderly.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
564,b/c poeple was lookin for chanage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
